Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
DeepLog,standard,benign/2024-02-05_01_benignLoop.csv,1.0,0.0,0,224,0,0,224
DeepLog,standard,benign/2024-02-05_02_benignLoop.csv,1.0,0.0,0,478,0,0,478
DeepLog,standard,benign/2024-02-05_03_benignLoop.csv,1.0,0.0,0,690,0,0,690
DeepLog,standard,benign/2024-02-05_04_benignLoop.csv,1.0,0.0,0,143,0,0,143
DeepLog,standard,benign/2024-02-05_05_benignLoop.csv,1.0,0.0,0,138,0,0,138
DeepLog,standard,benign/2024-02-05_06_benignLoop.csv,1.0,0.0,0,137,0,0,137
DeepLog,standard,benign/2024-02-05_07_benignLoop.csv,1.0,0.0,0,136,0,0,136
DeepLog,standard,benign/2024-02-05_08_benignLoop.csv,1.0,0.0,0,131,0,0,131
DeepLog,standard,benign/2024-02-05_09_benignLoop.csv,1.0,0.0,0,135,0,0,135
DeepLog,standard,benign/2024-02-05_10_benignLoop.csv,1.0,0.0,0,135,0,0,135
DeepLog,standard,benign/2024-02-05_11_benignLoop.csv,1.0,0.0,0,141,0,0,141
DeepLog,standard,benign/2024-02-05_12_benignLoop.csv,1.0,0.0,0,132,0,0,132
DeepLog,standard,benign/2024-02-05_13_benignLoop.csv,1.0,0.0,0,573,0,0,573
DeepLog,standard,benign/2024-02-05_14_benignLoop.csv,1.0,0.0,0,128,0,0,128
DeepLog,standard,benign/2024-02-05_15_benignLoop.csv,1.0,0.0,0,144,0,0,144
DeepLog,standard,benign/2024-02-05_16_benignLoop.csv,1.0,0.0,0,524,0,0,524
DeepLog,standard,benign/2024-02-05_17_benignLoop.csv,1.0,-0.11,0,138,1,0,139
DeepLog,standard,benign/2024-02-05_18_benignLoop.csv,1.0,0.0,0,714,0,0,714
DeepLog,standard,benign/2024-02-05_19_benignLoop.csv,1.0,0.0,0,677,0,0,677
DeepLog,standard,benign/2024-02-05_20_benignLoop.csv,1.0,0.0,0,134,0,0,134
DeepLog,standard,benign/2024-02-06_01_benignLoop.csv,1.0,0.0,0,705,0,0,705
DeepLog,standard,benign/2024-02-06_02_benignLoop.csv,1.0,0.0,0,136,0,0,136
DeepLog,standard,benign/2024-02-06_03_benignLoop.csv,1.0,0.0,0,135,0,0,135
DeepLog,standard,benign/2024-02-06_04_benignLoop.csv,1.0,0.0,0,134,0,0,134
DeepLog,standard,benign/2024-02-06_05_benignLoop.csv,1.0,0.0,0,140,0,0,140
DeepLog,standard,benign/2024-02-06_06_benignLoop.csv,1.0,0.0,0,752,0,0,752
DeepLog,standard,benign/2024-02-06_07_benignLoop.csv,1.0,0.0,0,147,0,0,147
DeepLog,standard,benign/2024-02-06_08_benignLoop.csv,1.0,0.0,0,136,0,0,136
DeepLog,standard,benign/2024-02-06_09_benignLoop.csv,1.0,0.0,0,133,0,0,133
DeepLog,standard,benign/2024-02-06_10_benignLoop.csv,1.0,0.0,0,147,0,0,147
DeepLog,standard,benign/2024-02-06_11_benignLoop.csv,1.0,-0.11,0,137,1,0,138
DeepLog,standard,benign/2024-02-06_12_benignLoop.csv,1.0,0.0,0,136,0,0,136
DeepLog,standard,benign/2024-02-06_13_benignLoop.csv,1.0,0.0,0,132,0,0,132
DeepLog,standard,benign/2024-02-06_14_benignLoop.csv,1.0,-0.22,0,706,2,0,708
DeepLog,standard,benign/2024-02-06_15_benignLoop.csv,1.0,0.0,0,134,0,0,134
DeepLog,standard,benign/2024-02-06_16_benignLoop.csv,1.0,0.0,0,131,0,0,131
DeepLog,standard,benign/2024-02-06_17_benignLoop.csv,1.0,0.0,0,135,0,0,135
DeepLog,standard,benign/2024-02-06_18_benignLoop.csv,1.0,0.0,0,495,0,0,495
DeepLog,standard,benign/2024-02-07_01_benignLoop.csv,1.0,0.0,0,199,0,0,199
DeepLog,standard,benign/2024-02-07_02_benignLoop.csv,1.0,0.0,0,203,0,0,203
DeepLog,standard,benign/2024-02-07_03_benignLoop.csv,1.0,0.0,0,197,0,0,197
DeepLog,standard,benign/2024-02-07_04_benignLoop.csv,1.0,0.0,0,199,0,0,199
DeepLog,standard,benign/2024-02-07_05_benignLoop.csv,1.0,0.0,0,1227,0,0,1227
DeepLog,standard,benign/2024-02-07_06_benignLoop.csv,1.0,0.0,0,201,0,0,201
DeepLog,standard,benign/2024-02-07_07_benignLoop.csv,1.0,0.0,0,1233,0,0,1233
DeepLog,standard,benign/2024-02-07_08_benignLoop.csv,1.0,0.0,0,994,0,0,994
DeepLog,standard,benign/2024-02-08_01_benignLoop.csv,1.0,-0.44,0,204,4,0,208
DeepLog,standard,benign/2024-02-08_02_benignLoop.csv,1.0,0.0,0,1343,0,0,1343
DeepLog,standard,benign/2024-02-08_03_benignLoop.csv,1.0,0.0,0,203,0,0,203
DeepLog,standard,benign/2024-02-08_04_benignLoop.csv,1.0,0.0,0,1131,0,0,1131
DeepLog,standard,benign/2024-02-08_05_benignLoop.csv,1.0,0.0,0,192,0,0,192
DeepLog,standard,benign/2024-02-08_06_benignLoop.csv,1.0,0.0,0,1019,0,0,1019
DeepLog,standard,benign/2024-02-08_07_benignLoop.csv,1.0,-0.33,0,1343,3,0,1346
DeepLog,standard,benign/2024-02-08_08_benignLoop.csv,1.0,-1.4300000000000004,0,388,13,0,401
DeepLog,standard,benign/2024-02-08_09_benignLoop.csv,1.0,0.0,0,201,0,0,201
DeepLog,standard,benign/2024-02-08_10_benignLoop.csv,1.0,0.0,0,189,0,0,189
DeepLog,standard,benign/2024-02-08_11_benignLoop.csv,1.0,0.0,0,199,0,0,199
DeepLog,standard,benign/2024-02-09_01_benignLoop.csv,1.0,-0.44,0,209,4,0,213
DeepLog,standard,benign/2024-02-09_02_benignLoop.csv,1.0,0.0,0,199,0,0,199
DeepLog,standard,benign/2024-02-09_03_benignLoop.csv,1.0,0.0,0,197,0,0,197
DeepLog,standard,benign/2024-02-09_04_benignLoop.csv,1.0,0.0,0,196,0,0,196
DeepLog,standard,benign/2024-02-09_05_benignLoop.csv,1.0,-0.11,0,198,1,0,199
DeepLog,standard,benign/2024-02-09_06_benignLoop.csv,1.0,0.0,0,203,0,0,203
DeepLog,standard,benign/2024-02-09_07_benignLoop.csv,1.0,0.0,0,188,0,0,188
DeepLog,standard,benign/2024-02-09_08_benignLoop.csv,1.0,-0.33,0,193,3,0,196
DeepLog,standard,benign/2024-02-09_09_benignLoop.csv,1.0,0.0,0,196,0,0,196
DeepLog,standard,benign/2024-02-09_10_benignLoop.csv,1.0,0.0,0,1017,0,0,1017
DeepLog,standard,benign/2024-02-09_11_benignLoop.csv,1.0,-0.33,0,1003,3,0,1006
DeepLog,standard,benign/2024-02-12_01_benignLoop.csv,1.0,0.0,0,213,0,0,213
DeepLog,standard,benign/2024-02-12_02_benignLoop.csv,1.0,0.0,0,206,0,0,206
DeepLog,standard,benign/2024-02-12_03_benignLoop.csv,1.0,0.0,0,223,0,0,223
DeepLog,standard,benign/2024-02-12_04_benignLoop.csv,1.0,-0.11,0,1160,1,0,1161
DeepLog,standard,benign/2024-02-12_05_benignLoop.csv,1.0,0.0,0,1225,0,0,1225
DeepLog,standard,benign/2024-02-12_06_benignLoop.csv,1.0,0.0,0,201,0,0,201
DeepLog,standard,benign/2024-02-12_07_benignLoop.csv,1.0,0.0,0,192,0,0,192
DeepLog,standard,benign/2024-02-12_08_benignLoop.csv,1.0,0.0,0,192,0,0,192
DeepLog,standard,benign/2024-02-12_09_benignLoop.csv,1.0,0.0,0,1206,0,0,1206
DeepLog,standard,benign/2024-02-12_10_benignLoop.csv,1.0,0.0,0,192,0,0,192
DeepLog,standard,benign/2024-02-12_11_benignLoop.csv,1.0,0.0,0,1034,0,0,1034
DeepLog,standard,benign/2024-02-13_01_benignLoop.csv,1.0,-0.44,0,965,4,0,969
DeepLog,standard,benign/2024-02-13_02_benignLoop.csv,1.0,0.0,0,194,0,0,194
DeepLog,standard,benign/2024-02-13_03_benignLoop.csv,1.0,0.0,0,1173,0,0,1173
DeepLog,standard,benign/2024-02-13_04_benignLoop.csv,1.0,-0.11,0,200,1,0,201
DeepLog,standard,benign/2024-02-13_05_benignLoop.csv,1.0,0.0,0,1061,0,0,1061
DeepLog,standard,benign/2024-02-13_06_benignLoop.csv,1.0,0.0,0,1218,0,0,1218
DeepLog,standard,benign/2024-02-13_07_benignLoop.csv,1.0,-0.55,0,198,5,0,203
DeepLog,standard,benign/2024-02-13_08_benignLoop.csv,1.0,-0.22,0,199,2,0,201
DeepLog,standard,benign/2024-02-14_01_benignLoop.csv,1.0,-0.44,0,234,4,0,238
DeepLog,standard,benign/2024-02-14_02_benignLoop.csv,1.0,0.0,0,407,0,0,407
DeepLog,standard,benign/2024-02-14_03_benignLoop.csv,1.0,-0.33,0,354,3,0,357
DeepLog,standard,benign/2024-02-14_04_benignLoop.csv,1.0,0.0,0,396,0,0,396
DeepLog,standard,benign/2024-02-14_05_benignLoop.csv,1.0,0.0,0,353,0,0,353
DeepLog,standard,benign/2024-02-14_06_benignLoop.csv,1.0,0.0,0,330,0,0,330
DeepLog,standard,benign/2024-02-14_07_benignLoop.csv,1.0,0.0,0,2479,0,0,2479
DeepLog,standard,benign/2024-02-14_08_benignLoop.csv,1.0,0.0,0,348,0,0,348
DeepLog,standard,benign/2024-02-14_09_benignLoop.csv,1.0,-0.44,0,398,4,0,402
DeepLog,standard,benign/2024-02-14_10_benignLoop.csv,1.0,0.0,0,369,0,0,369
DeepLog,standard,benign/2024-02-14_11_benignLoop.csv,1.0,0.0,0,381,0,0,381
DeepLog,standard,benign/2024-02-15_01_benignLoop.csv,1.0,-0.44,0,352,4,0,356
DeepLog,standard,benign/2024-02-15_02_benignLoop.csv,1.0,0.0,0,361,0,0,361
DeepLog,standard,benign/2024-02-15_03_benignLoop.csv,1.0,0.0,0,355,0,0,355
DeepLog,standard,benign/2024-02-15_04_benignLoop.csv,1.0,0.0,0,2525,0,0,2525
DeepLog,standard,benign/2024-02-15_05_benignLoop.csv,1.0,-0.44,0,357,4,0,361
DeepLog,standard,benign/2024-02-15_06_benignLoop.csv,1.0,0.0,0,2170,0,0,2170
DeepLog,standard,benign/2024-02-15_07_benignLoop.csv,1.0,-0.44,0,375,4,0,379
DeepLog,standard,benign/2024-02-15_08_benignLoop.csv,1.0,-0.44,0,360,4,0,364
DeepLog,standard,benign/2024-02-15_09_benignLoop.csv,1.0,0.0,0,369,0,0,369
DeepLog,standard,benign/2024-02-15_10_benignLoop.csv,1.0,0.0,0,390,0,0,390
DeepLog,standard,benign/2024-02-15_11_benignLoop.csv,1.0,-0.33,0,366,3,0,369
DeepLog,standard,benign/2024-02-15_12_benignLoop.csv,1.0,0.0,0,408,0,0,408
DeepLog,standard,benign/2024-02-15_13_benignLoop.csv,1.0,-0.11,0,405,1,0,406
DeepLog,standard,benign/2024-02-15_14_benignLoop.csv,1.0,-2.4200000000000004,0,387,22,0,409
DeepLog,standard,benign/2024-02-17_01_benignLoop.csv,1.0,-0.33,0,441,3,0,444
DeepLog,standard,benign/2024-02-17_02_benignLoop.csv,1.0,0.0,0,392,0,0,392
DeepLog,standard,benign/2024-02-17_03_benignLoop.csv,1.0,0.0,0,343,0,0,343
DeepLog,standard,benign/2024-02-17_04_benignLoop.csv,1.0,0.0,0,388,0,0,388
DeepLog,standard,benign/2024-02-17_05_benignLoop.csv,1.0,0.0,0,2033,0,0,2033
DeepLog,standard,benign/2024-02-17_06_benignLoop.csv,1.0,0.0,0,327,0,0,327
DeepLog,standard,benign/2024-02-17_07_benignLoop.csv,1.0,0.0,0,2239,0,0,2239
DeepLog,standard,benign/2024-02-17_08_benignLoop.csv,1.0,-0.11,0,344,1,0,345
DeepLog,standard,benign/2024-02-18_01_benignLoop.csv,1.0,0.0,0,345,0,0,345
DeepLog,standard,benign/2024-02-18_02_benignLoop.csv,1.0,0.0,0,334,0,0,334
DeepLog,standard,benign/2024-02-18_03_benignLoop.csv,1.0,0.0,0,321,0,0,321
DeepLog,standard,benign/2024-02-18_04_benignLoop.csv,1.0,-0.33,0,380,3,0,383
DeepLog,standard,benign/2024-02-18_05_benignLoop.csv,1.0,0.0,0,404,0,0,404
DeepLog,standard,benign/2024-02-18_06_benignLoop.csv,1.0,0.0,0,346,0,0,346
DeepLog,standard,benign/2024-02-18_07_benignLoop.csv,1.0,-0.33,0,375,3,0,378
DeepLog,standard,benign/2024-02-18_08_benignLoop.csv,1.0,-0.11,0,384,1,0,385
DeepLog,standard,benign/2024-02-18_09_benignLoop.csv,1.0,0.0,0,343,0,0,343
DeepLog,standard,benign/2024-02-18_10_benignLoop.csv,1.0,0.0,0,406,0,0,406
DeepLog,standard,benign/2024-02-18_11_benignLoop.csv,1.0,-0.11,0,362,1,0,363
DeepLog,standard,benign/2024-02-18_12_benignLoop.csv,1.0,0.0,0,1568,0,0,1568
DeepLog,standard,benign/2024-02-18_13_benignLoop.csv,1.0,0.0,0,370,0,0,370
